ID,DATE,AWAY,HOME
1079,45388,WPG,MIN
1080,45388,DAL,CHI
1081,45388,STL,SJS
1082,45388,PHI,CBJ
1083,45388,TOR,MTL
1084,45388,NJD,OTT
1085,45388,NSH,NYI
1086,45388,EDM,CGY
1087,45388,VAN,LAK
1088,45389,BUF,DET
1089,45389,MIN,CHI
1090,45389,CBJ,CAR
1091,45389,ARI,SJS
1092,45389,OTT,WSH
1093,45389,NSH,NJD
1094,45389,MTL,NYR
1095,45389,STL,ANA
1096,45389,DAL,COL
1097,45390,PIT,TOR
1098,45390,VGK,VAN
1099,45391,CAR,BOS
1100,45391,WSH,DET
1101,45391,OTT,FLA
1102,45391,PHI,MTL
1103,45391,TOR,NJD
1104,45391,NYR,NYI
1105,45391,CBJ,TBL
1106,45391,BUF,DAL
1107,45391,WPG,NSH
1108,45391,MIN,COL
1109,45391,LAK,ANA
1110,45391,ARI,SEA
1111,45391,CGY,SJS
1112,45392,CHI,STL
1113,45392,VGK,EDM
1114,45392,ARI,VAN
1115,45393,WSH,BUF
1116,45393,CBJ,FLA
1117,45393,PHI,NYR
1118,45393,DET,PIT
1119,45393,OTT,TBL
1120,45393,NJD,TOR
1121,45393,MTL,NYI
1122,45393,WPG,DAL
1123,45393,SJS,SEA
1124,45393,CGY,LAK
1125,45394,CAR,STL
1126,45394,NSH,CHI
1127,45394,ARI,EDM
1128,45394,CGY,ANA
1129,45394,MIN,VGK
1130,45395,NYI,NYR
1131,45395,SEA,DAL
1132,45395,WPG,COL
1133,45395,BUF,FLA
1134,45395,NJD,PHI
1135,45395,TBL,WSH
1136,45395,MTL,OTT
1137,45395,DET,TOR
1138,45395,CBJ,NSH
1139,45395,BOS,PIT
1140,45395,VAN,EDM
1141,45395,ANA,LAK
1142,45395,MIN,SJS
1143,45396,SEA,STL
1144,45396,COL,VGK
1145,45396,CAR,CHI
1146,45396,ARI,CGY
1147,45397,MTL,DET
1148,45397,NYI,NJD
1149,45397,NSH,PIT
1150,45397,BUF,TBL
1151,45397,BOS,WSH
1152,45397,OTT,NYR
1153,45397,SJS,EDM
1154,45397,MIN,LAK
1155,45398,OTT,BOS
1156,45398,CAR,CBJ
1157,45398,TOR,FLA
1158,45398,DET,MTL
1159,45398,WSH,PHI
1160,45398,SEA,WPG
1161,45398,CHI,VGK
1162,45398,CGY,VAN
1163,45399,PIT,NYI
1164,45399,TOR,TBL
1165,45399,STL,DAL
1166,45399,EDM,ARI
1167,45400,SEA,MIN
1168,45400,VAN,WPG
1169,45400,SJS,CGY
1170,45400,EDM,COL
1171,45400,ANA,VGK
1172,45400,CHI,LAK
